location_name__c,Name,point__Longitude__s,point__Latitude__s
東京都/新宿区/歌舞伎町/一丁目/２９番,ファミリーマート西武新宿駅前店,139.70067,35.69585
東京都/新宿区/歌舞伎町/一丁目/３０番,ローソン西武新宿駅北口店,139.69965,35.69589
東京都/新宿区/歌舞伎町/一丁目/５番地,セブンイレブン歌舞伎町あずま通り店,139.702,35.69371
東京都/新宿区/歌舞伎町/一丁目/１３番,サンクス歌舞伎町さくら通り店,139.70248,35.69442
東京都/新宿区/歌舞伎町/二丁目/１０番,エーエムピーエム新宿区役所通り店,139.70476,35.69537
東京都/新宿区/歌舞伎町/二丁目/１９番,デイリーヤマザキ新宿店,139.70457,35.69751
東京都/新宿区/歌舞伎町/二丁目/２番,ローソン歌舞伎町店,139.70667,35.69592
東京都/新宿区/歌舞伎町/二丁目/２２番,ミニストップ新宿歌舞伎町店,139.70404,35.69604
東京都/新宿区/歌舞伎町/二丁目/２５番,エーエムピーエム新宿歌舞伎町店,139.70372,35.69533
東京都/新宿区/歌舞伎町/二丁目/２６番,ローソン歌舞伎町二丁目西店,139.70306,35.69547
東京都/新宿区/歌舞伎町/二丁目/３０番,ミニストップ歌舞伎町２丁目店,139.70346,35.6972
東京都/新宿区/歌舞伎町/二丁目/３８番,ファミリーマート歌舞伎町交番前店,139.70207,35.69644
東京都/新宿区/歌舞伎町/二丁目/４２番,デイリーヤマザキ西武新宿店,139.70134,35.69778
東京都/新宿区/歌舞伎町/二丁目/４２番,（株）スリーエフ,139.70134,35.69778
東京都/新宿区/歌舞伎町/二丁目/４２番,エーエムピーエム歌舞伎町2丁目店,139.70134,35.69778
東京都/新宿区/歌舞伎町/二丁目/９番,サンクス歌舞伎町2丁目店,139.70534,35.69543
東京都/新宿区/歌舞伎町/二丁目/３２番,サンクス新宿職安通り店,139.70293,35.6978
東京都/新宿区/河田町/３番,セブンイレブン新宿河田町店,139.72075,35.69553
東京都/新宿区/岩戸町/１１番地,セブンイレブン新宿岩戸町店,139.73729,35.70136
東京都/新宿区/喜久井町/４８番地,セブンイレブン新宿喜久井町店,139.72015,35.70439
東京都/新宿区/原町/一丁目/２２番地,セブンイレブン柳町店,139.72572,35.70068
東京都/新宿区/原町/三丁目/５番地,ミニストップ新宿原町店,139.72272,35.69953
東京都/新宿区/戸山/一丁目/２４番,セブンイレブン早稲田大学学生会館店,139.71764,35.70578
東京都/新宿区/戸山/三丁目/１６番,ローソン新宿ステパ店,139.70914,35.70532
東京都/新宿区/戸塚町/一丁目/１０１番,サンクス早大南門通り店,139.71996,35.7076
東京都/新宿区/戸塚町/一丁目/１０２番,エーエムピーエム早稲田大学南門店,139.72072,35.70778
東京都/新宿区/荒木町/５番,エーエムピーエム新宿荒木町店,139.72356,35.68929
東京都/新宿区/高田馬場/一丁目/２２番,セブンイレブン新宿高田馬場1の南店,139.70456,35.71032
東京都/新宿区/高田馬場/一丁目/２９番,ローソンストア１００高田馬場駅前通り店,139.70424,35.71079
東京都/新宿区/高田馬場/一丁目/３１番,エーエムピーエム高田馬場1丁目店,139.70323,35.70984
東京都/新宿区/高田馬場/一丁目/５番,セブンイレブン高田馬場1丁目店,139.70831,35.71159
東京都/新宿区/高田馬場/一丁目/５番,ファミリーマート高田馬場一丁目店,139.70831,35.71159
東京都/新宿区/高田馬場/一丁目/２５番,サンクス高田馬場早稲田通り店,139.70604,35.71209
東京都/新宿区/高田馬場/一丁目/３４番,サンクス高田馬場店,139.70406,35.71193
東京都/新宿区/高田馬場/二丁目/１６番,ファミリーマート高田馬場二丁目店,139.70525,35.71397
東京都/新宿区/高田馬場/二丁目/８番,デイリーヤマザキ高田馬場2丁目店,139.70877,35.71218
東京都/新宿区/高田馬場/二丁目/１番,サンクス新宿馬場口店,139.70978,35.7118
東京都/新宿区/高田馬場/三丁目/１１番,ポプラ高田馬場３丁目店,139.70024,35.71343
東京都/新宿区/高田馬場/三丁目/１番,ファミリーマート高田馬場さかえ通り店,139.70378,35.71477
東京都/新宿区/高田馬場/三丁目/２番,生活彩家高田馬場駅前店,139.70331,35.71402
東京都/新宿区/高田馬場/三丁目/２番,サンクス高田馬場さかえ通り店,139.70331,35.71402
東京都/新宿区/高田馬場/四丁目/１１番,ファミリーマート高田馬場四丁目店,139.7021,35.71287
東京都/新宿区/高田馬場/四丁目/３番,サンクス高田馬場戸山口店,139.70239,35.7119
東京都/新宿区/高田馬場/四丁目/３３番,セブンイレブン高田馬場店,139.69754,35.70897
東京都/新宿区/左門町/２０番,ミニストップ新宿左門町店,139.72037,35.68512
東京都/新宿区/左門町/６番,ローソン　四谷左門町店,139.72052,35.68661
東京都/新宿区/坂町/２５番,サンクス新宿坂町店,139.72621,35.69169
東京都/新宿区/三栄町/８番,セブンイレブン新宿三栄町店,139.72668,35.68739
東京都/新宿区/山吹町/２６５番,ローソン新宿山吹町店,139.73138,35.70762
東京都/新宿区/山吹町/３３５番,エーエムピーエム新宿山吹町店,139.72905,35.70765
東京都/新宿区/四谷/一丁目/２番,ファミリーマート四ツ谷駅前店,139.72868,35.68586
東京都/新宿区/四谷/一丁目/２３番,ローソン四谷一丁目店,139.72758,35.68718
東京都/新宿区/四谷/二丁目/１３番,サンクス四谷2丁目店,139.72363,35.68802
東京都/新宿区/四谷/三丁目/１１番,エーエムピーエム四谷3丁目店,139.71895,35.68801
東京都/新宿区/四谷/三丁目/５番,サンクス四谷3丁目店,139.7213,35.68785
東京都/新宿区/四谷/四丁目/１番,スリーエフ四谷4丁目店,139.71814,35.68733
東京都/新宿区/四谷/四丁目/２４番,エーエムピーエム四谷4丁目店,139.71573,35.69001
東京都/新宿区/四谷/四丁目/２９番,ファミリーマート四谷区民センター前店,139.71439,35.68822
東京都/新宿区/四谷/四丁目/３番,セブンイレブン四谷4丁目店,139.71721,35.68785
東京都/新宿区/四谷/四丁目/７番,ファミリーマート四谷四丁目店,139.71628,35.6873
東京都/新宿区/四谷/二丁目/１番,サークルＫ四谷二丁目店,139.72675,35.68648
東京都/新宿区/市谷田町/二丁目/３８番地,ファミリーマート市谷田町店,139.73663,35.69464
東京都/新宿区/市谷田町/三丁目/１番地,ファミリーマート市谷新見附橋店,139.73874,35.696
東京都/新宿区/市谷八幡町/１番地,サンクス市谷見附店,139.73428,35.69249
東京都/新宿区/市谷柳町/１９番地,ファミリーマートサンズ市谷柳町店,139.72577,35.69874
東京都/新宿区/若松町/１１番,ローソン若松町店,139.71753,35.69963
東京都/新宿区/若松町/１２番,ミニストップ新宿若松町店,139.71683,35.69924
東京都/新宿区/若松町/３１番,セブンイレブン新宿若松町店,139.72,35.70005
東京都/新宿区/若葉/三丁目/２番,サンクス四谷若葉店,139.72438,35.68321
東京都/新宿区/舟町/６番,ファミリーマート四谷舟町店,139.72096,35.68919
東京都/新宿区/住吉町/１番,ファミリーマート曙橋店,139.72261,35.69211
東京都/新宿区/住吉町/４番,エーエムピーエム曙橋住吉町店,139.72098,35.69245
東京都/新宿区/住吉町/５番,セブンイレブン新宿曙橋通り店,139.72092,35.69319
東京都/新宿区/住吉町/８番,ローソン新宿住吉町店,139.7215,35.69316
東京都/新宿区/上落合/一丁目/２７番,スリーエフ新宿上落合1丁目店,139.69055,35.71255
東京都/新宿区/上落合/一丁目/２９番,セブンイレブン新宿上落合1丁目店,139.69025,35.7117
東京都/新宿区/上落合/一丁目/１６番,サンクス新宿上落合店,139.69363,35.71527
東京都/新宿区/上落合/二丁目/２９番,ファミリーマート上落合二丁目店,139.68504,35.71088
東京都/新宿区/上落合/二丁目/８番,エーエムピーエム新宿上落合2丁目店,139.6898,35.71376
東京都/新宿区/上落合/三丁目/１２番,甲州屋酒店,139.68378,35.71216
東京都/新宿区/上落合/三丁目/８番,セブンイレブン新宿落合駅前店,139.68454,35.71099
東京都/新宿区/上落合/三丁目/９番,新鮮組上落合店,139.68388,35.71061
東京都/新宿区/信濃町/３１番,ミニストップ信濃町駅北口店,139.71973,35.68132
東京都/新宿区/信濃町/３５番,ナチュラルローソン慶應義塾大学病院店,139.71906,35.68066
東京都/新宿区/新宿/一丁目/１３番,ファミリーマート新宿御苑駅前店,139.71149,35.68902
東京都/新宿区/新宿/一丁目/１９番,エーエムピーエム新宿御苑花園通り店,139.71266,35.68963
東京都/新宿区/新宿/一丁目/２６番,ローソン新宿一丁目店,139.71448,35.6908
東京都/新宿区/新宿/一丁目/３４番,エーエムピーエム新宿1丁目店,139.71075,35.69118
東京都/新宿区/新宿/一丁目/９番,ローソン新宿御苑駅前店,139.7124,35.68845
東京都/新宿区/新宿/一丁目/２８番,セブンイレブン新宿1丁目店,139.7131,35.69091
東京都/新宿区/新宿/二丁目/１６番,サンクス新宿2丁目店,139.70866,35.69146
東京都/新宿区/新宿/二丁目/１９番,エーエムピーエムビッグス新宿ビル店,139.70758,35.69122
東京都/新宿区/新宿/二丁目/３番,セブンイレブン新宿2丁目店,139.70842,35.68896
東京都/新宿区/新宿/二丁目/５番,ファミリーマート新宿二丁目店,139.707,35.68929
東京都/新宿区/新宿/二丁目/７番,ローソン新宿通り二丁目店,139.70818,35.68959
東京都/新宿区/新宿/二丁目/８番,エーエムピーエム新宿御苑駅前店,139.70966,35.68905
東京都/新宿区/新宿/二丁目/１３番,サンクス新宿三丁目駅前店,139.70851,35.6901
東京都/新宿区/新宿/三丁目/２１番,ファミリーマート新宿三丁目店,139.70222,35.69297
東京都/新宿区/新宿/四丁目/１番,エーエムピーエム新宿4丁目店,139.70261,35.68863
東京都/新宿区/新宿/四丁目/３番,セブンイレブン新宿4丁目店,139.70337,35.68833
東京都/新宿区/新宿/四丁目/２番,サンクス新宿4丁目店,139.7032,35.68896
東京都/新宿区/新宿/五丁目/１７番,ファミリーマート新宿靖国通り店,139.70569,35.69283
東京都/新宿区/新宿/五丁目/１８番,ファミリーマート新宿五丁目店,139.70578,35.69421
東京都/新宿区/新宿/五丁目/２番,ファミリーマート厚生年金会館前店,139.71188,35.69224
東京都/新宿区/新宿/五丁目/１１番,サンクス新宿5丁目店,139.70799,35.69252
東京都/新宿区/新宿/六丁目/２４番,ポプラ東大久保店,139.71111,35.69734
東京都/新宿区/新宿/六丁目/６番,ファミリーマート東京医科大学前店,139.70953,35.69347
東京都/新宿区/新宿/六丁目/９番,セブンイレブン新宿6丁目店,139.70865,35.69374
東京都/新宿区/新宿/七丁目/２番,エーエムピーエム新宿7丁目店,139.71321,35.698
東京都/新宿区/新小川町/５番,ローソン飯田橋中店,139.74161,35.70634
東京都/新宿区/新小川町/６番,ローソン新小川町店,139.74236,35.70731
東京都/新宿区/新小川町/７番,エーエムピーエム新宿新小川町店,139.74083,35.70735
東京都/新宿区/神楽坂/二丁目/１０番地,ファミリーマート神楽坂下店,139.742,35.70129
東京都/新宿区/神楽坂/三丁目/２番地,セブンイレブン新宿神楽坂3丁目店,139.74042,35.70156
東京都/新宿区/神楽坂/五丁目/１番地,エーエムピーエム神楽坂5丁目店,139.73907,35.70206
東京都/新宿区/神楽坂/六丁目/７７番地,ファミリーマート神楽坂店,139.73689,35.70245
東京都/新宿区/神楽坂/六丁目/３２番地,サンクス神楽坂駅前店,139.73605,35.70382
東京都/新宿区/神楽坂/三丁目/２番地,サークルＫ神楽坂三丁目店,139.74042,35.70156
東京都/新宿区/水道町/３番,ローソン新宿水道町店,139.73576,35.70908
東京都/新宿区/水道町/４番,セブンイレブン新宿水道町店,139.73645,35.70823
東京都/新宿区/西五軒町/９番,ファミリーマート西五軒町店,139.73737,35.70781
東京都/新宿区/西新宿/一丁目/１０番,ミニストップ新宿駅西口店,139.69835,35.68975
東京都/新宿区/西新宿/一丁目/１３番,ナチュラルローソン新宿駅西店,139.69673,35.68969
東京都/新宿区/西新宿/一丁目/１３番,エーエムピーエム西新宿1丁目店,139.69673,35.68969
東京都/新宿区/西新宿/一丁目/１９番,ローソン西新宿１丁目店,139.69717,35.68829
東京都/新宿区/西新宿/一丁目/２０番,エーエムピーエム新宿新都心店,139.69608,35.68792
東京都/新宿区/西新宿/一丁目/２４番,エーエムピーエム新宿エステック情報ビル店,139.69562,35.69044
東京都/新宿区/西新宿/一丁目/２５番,ローソン新宿センタービル西店,139.6955,35.69176
東京都/新宿区/西新宿/一丁目/２５番,ローソン新宿センタービル店,139.6955,35.69176
東京都/新宿区/西新宿/一丁目/２６番,エーエムピーエム新宿損保ジャパンビル店,139.69569,35.69283
東京都/新宿区/西新宿/一丁目/２６番,エーエムピーエム新宿野村ビル店,139.69569,35.69283
東京都/新宿区/西新宿/一丁目/３番,ファミリーマート西新宿一丁目店,139.69878,35.69325
東京都/新宿区/西新宿/一丁目/５番,丸越小田急ハルク店,139.69868,35.6912
東京都/新宿区/西新宿/一丁目/６番,エーエムピーエム新宿エルタワー店,139.69736,35.69234
東京都/新宿区/西新宿/一丁目/７番,セブンイレブン西新宿コク－ンタワ－店,139.69727,35.6916
東京都/新宿区/西新宿/一丁目/１１番,セブンイレブン西新宿1丁目店,139.69777,35.68975
東京都/新宿区/西新宿/一丁目/１７番,サンクス西新宿1丁目店,139.69838,35.68921
東京都/新宿区/西新宿/一丁目/８番,サンクス西新宿地下街店,139.69685,35.69051
東京都/新宿区/西新宿/二丁目/１番,ミニストップ新宿三井ビル店,139.69388,35.69166
東京都/新宿区/西新宿/二丁目/２番,生活彩家新宿京王プラザホテル店,139.69429,35.68993
東京都/新宿区/西新宿/二丁目/３番,（株）ＪＲ東日本リテールネット,139.69478,35.6882
東京都/新宿区/西新宿/二丁目/３番,エーエムピーエム新宿モノリス店,139.69478,35.6882
東京都/新宿区/西新宿/二丁目/３番,生活彩家ＫＤＤＩ新宿店,139.69478,35.6882
東京都/新宿区/西新宿/二丁目/７番,エーエムピーエム新宿第一生命ビル店,139.69122,35.69127
東京都/新宿区/西新宿/二丁目/９番,セブンイレブン東京都庁第二本庁舎店,139.69202,35.68792
東京都/新宿区/西新宿/三丁目/１１番,サンクス西新宿3丁目店,139.68858,35.6855
東京都/新宿区/西新宿/三丁目/２番,ミニストップ西新宿３丁目店,139.69328,35.68661
東京都/新宿区/西新宿/三丁目/２番,ファミリーマート新宿ワシントンホテル店,139.69328,35.68661
東京都/新宿区/西新宿/三丁目/２０番,サンクス東京オペラシティ店,139.68689,35.68318
東京都/新宿区/西新宿/三丁目/８番,セブンイレブン西新宿3丁目店,139.68939,35.68555
東京都/新宿区/西新宿/三丁目/４番,ローソン京王プレッソイン新宿店,139.6925,35.68554
東京都/新宿区/西新宿/三丁目/７番,生活彩家新宿パークタワー店,139.69067,35.68546
東京都/新宿区/西新宿/三丁目/１番,ファミリーマートサンズ西新宿三丁目店,139.69501,35.6873
東京都/新宿区/西新宿/三丁目/１９番,サンクス新宿山手通り店,139.6879,35.68369
東京都/新宿区/西新宿/四丁目/２番,セブンイレブン十二社店,139.68608,35.69022
東京都/新宿区/西新宿/四丁目/２番,サンクス新宿十二社店,139.68608,35.69022
東京都/新宿区/西新宿/四丁目/３番,エーエムピーエム西新宿4丁目店,139.68578,35.69006
東京都/新宿区/西新宿/四丁目/３２番,エーエムピーエム新宿中央公園店,139.6886,35.68747
東京都/新宿区/西新宿/四丁目/５番,ファミリーマートサンズ西新宿店,139.68419,35.68956
東京都/新宿区/西新宿/六丁目/１０番,エーエムピーエム日土地西新宿ビル店,139.69075,35.69471
東京都/新宿区/西新宿/六丁目/１０番,ファミリーマート西新宿オークテラス店,139.69075,35.69471
東京都/新宿区/西新宿/六丁目/２１番,エーエムピーエム西新宿アイタウンプラザ店,139.68764,35.69347
東京都/新宿区/西新宿/六丁目/２番,清林堂,139.694,35.69369
東京都/新宿区/西新宿/六丁目/２４番,エーエムピーエム西新宿三井ビル店,139.68887,35.69491
東京都/新宿区/西新宿/六丁目/２５番,ファミリーマート西新宿アトラスタワー店,139.6879,35.69457
東京都/新宿区/西新宿/六丁目/４番,清林堂,139.69308,35.69383
東京都/新宿区/西新宿/六丁目/２６番,セブンイレブン西新宿6丁目店,139.68854,35.69537
東京都/新宿区/西新宿/七丁目/１０番,セブンイレブン西新宿小滝橋通り店,139.69872,35.69394
東京都/新宿区/西新宿/七丁目/１８番,トモエビル,139.69685,35.69596
東京都/新宿区/西新宿/七丁目/１８番,サンクス西新宿柏木公園前店,139.69685,35.69596
東京都/新宿区/西新宿/七丁目/２０番,ナチュラルローソン西新宿７丁目店,139.69557,35.69421
東京都/新宿区/西新宿/七丁目/５番,木村屋ビル売店,139.6985,35.69711
東京都/新宿区/西新宿/七丁目/２番,サンクス西新宿7丁目店,139.69878,35.69527
東京都/新宿区/西新宿/七丁目/９番,ファミリーマート西新宿小滝橋通店,139.69804,35.69458
東京都/新宿区/西新宿/七丁目/９番,エーエムピーエム西新宿7丁目店,139.69804,35.69458
東京都/新宿区/西新宿/七丁目/２１番,セブンイレブン西新宿7丁目店,139.69496,35.69443
東京都/新宿区/西新宿/七丁目/８番,サンクス西新宿小滝橋通り店,139.69809,35.69556
東京都/新宿区/西新宿/八丁目/１５番,ファミリーマートタカノ西新宿店,139.69133,35.69564
東京都/新宿区/西新宿/八丁目/２番,セブンイレブン西新宿8丁目店,139.69464,35.69563
東京都/新宿区/西早稲田/一丁目/１０番,ローソン西早稲田一丁目店,139.72208,35.7112
東京都/新宿区/西早稲田/一丁目/８番,ファミリーマート早稲田大隈通り店,139.72023,35.71012
東京都/新宿区/西早稲田/二丁目/１８番,ローソン早稲田通店,139.71127,35.71052
東京都/新宿区/西早稲田/二丁目/２０番,エーエムピーエム西早稲田2丁目店,139.70972,35.70931
東京都/新宿区/西早稲田/二丁目/５番,ファミリーマート西早稲田二丁目店,139.71538,35.7092
東京都/新宿区/西早稲田/三丁目/２７番,サンクス西早稲田店,139.71112,35.7119
東京都/新宿区/西早稲田/三丁目/３０番,エーエムピーエム西早稲田3丁目店,139.71144,35.7129
東京都/新宿区/西早稲田/三丁目/１５番,セブンイレブン新宿西早稲田3丁目店,139.71317,35.71084
東京都/新宿区/西落合/一丁目/３１番,セブンイレブン新宿西落合1丁目店,139.67934,35.71985
東京都/新宿区/西落合/一丁目/３１番,ファミリーマート西落合店,139.67934,35.71985
東京都/新宿区/西落合/二丁目/７番,ミニストップ西落合２丁目店,139.67842,35.71987
東京都/新宿区/西落合/三丁目/１番,ジャストスポット西落合店,139.683,35.72284
東京都/新宿区/西落合/三丁目/１番,ローソン西落合三丁目店,139.683,35.72284
東京都/新宿区/西落合/三丁目/２２番,ナチュラルローソン新宿西落合３丁目店,139.67882,35.72392
東京都/新宿区/西落合/三丁目/１５番,サンクス新宿西落合店,139.67989,35.72331
東京都/新宿区/西落合/四丁目/３番,セブンイレブン新宿西落合4丁目店,139.68141,35.72711
東京都/新宿区/早稲田町/７４番,ローソン早稲田町店,139.72255,35.7059
東京都/新宿区/早稲田鶴巻町/５１９番,ファミリーマート早稲田鶴巻町店,139.72351,35.70781
東京都/新宿区/早稲田鶴巻町/５２１番,セブンイレブン早稲田店,139.72505,35.70741
東京都/新宿区/早稲田鶴巻町/５６５番,サンクス新宿鶴巻町店,139.72667,35.70945
東京都/新宿区/早稲田南町/３５番,ミニストップ早稲田南町店,139.72433,35.70517
東京都/新宿区/大久保/一丁目/１０番,サンクス新大久保店,139.70436,35.70039
東京都/新宿区/大久保/一丁目/１５番,スリーエフ新大久保店,139.70343,35.7005
東京都/新宿区/大久保/一丁目/１番,セブンイレブン新宿東店,139.70717,35.69839
東京都/新宿区/大久保/一丁目/３番,ローソン大久保一丁目東店,139.70746,35.70026
東京都/新宿区/大久保/二丁目/１８番,韓国食品２４時,139.70544,35.7016
東京都/新宿区/大久保/二丁目/２９番,エーエムピーエム新宿大久保2丁目店,139.70361,35.70364
東京都/新宿区/大久保/二丁目/３番,サンクス新宿明治通り店,139.70883,35.70396
東京都/新宿区/大久保/二丁目/６番,セブンイレブン新宿大久保2丁目店,139.70786,35.70149
東京都/新宿区/大久保/三丁目/５番,ファミリーマート新宿スポーツセンター店,139.70354,35.70494
東京都/新宿区/箪笥町/２８番地,セブンイレブン牛込北町店,139.73254,35.69994
東京都/新宿区/中井/一丁目/１０番,サンクス新宿中井店,139.68303,35.71498
東京都/新宿区/中落合/一丁目/１６番,セブンイレブン新宿中井駅前店,139.68774,35.71611
東京都/新宿区/中落合/一丁目/１７番,エーエムピーエム新宿中井駅前店,139.68791,35.71546
東京都/新宿区/中落合/三丁目/２４番,ファミリーマート伊勢元中落合店,139.68773,35.72253
東京都/新宿区/中里町/３１番地,さがみや,139.73132,35.70569
東京都/新宿区/天神町/２１番地,エーエムピーエム新宿天神町店,139.7314,35.70523
東京都/新宿区/東榎町/５番,ファミリーマート東榎町店,139.73006,35.70465
東京都/新宿区/東五軒町/３番,エーエムピーエム新宿東五軒町店,139.73943,35.70579
東京都/新宿区/南元町/１９番,ミニストップ信濃町駅南口店,139.72063,35.6793
東京都/新宿区/馬場下町/６２番,エーエムピーエム早稲田高校前店,139.7198,35.70656
東京都/新宿区/馬場下町/９番地,ファミリーマート早稲田駅西店,139.71902,35.70608
東京都/新宿区/百人町/一丁目/１番,セブンイレブン新宿職安通り店,139.70172,35.6989
東京都/新宿区/百人町/一丁目/１１番,ローソンストア１００新大久保駅前店,139.69942,35.7006
東京都/新宿区/百人町/一丁目/１７番,サンクス大久保駅前店,139.69762,35.70094
東京都/新宿区/百人町/一丁目/１８番,ミニストップ百人町１丁目店,139.69572,35.70134
東京都/新宿区/百人町/一丁目/１９番,ファミリーマート大久保駅前店,139.69617,35.70108
東京都/新宿区/百人町/一丁目/３番,ファミリーマート新大久保店,139.70201,35.70044
東京都/新宿区/百人町/一丁目/６番,セブンイレブン新宿新大久保駅前店,139.70113,35.7005
東京都/新宿区/百人町/二丁目/２１番,セブンイレブン新宿大久保駅前店,139.69728,35.70246
東京都/新宿区/百人町/二丁目/２２番,ローソン百人町二丁目店,139.6974,35.7038
東京都/新宿区/百人町/二丁目/６番地,ファミリーマート百人町二丁目店,139.70052,35.70282
東京都/新宿区/百人町/二丁目/６番地,ローソンストア１００新宿百人町２丁目店,139.70052,35.70282
東京都/新宿区/百人町/二丁目/８番,セブンイレブン新宿百人町2丁目店,139.69962,35.70313
東京都/新宿区/百人町/二丁目/１１番,サンクス新大久保駅前店,139.69905,35.70237
東京都/新宿区/百人町/四丁目/９番,ローソンストア１００新宿百人町４丁目店,139.69429,35.70914
東京都/新宿区/富久町/１９番,コミュニティ・ストア富久町いせや店,139.71321,35.69253
東京都/新宿区/富久町/８番,ローソン新宿富久町店,139.7178,35.69121
東京都/新宿区/弁天町/２１番,ファミリーマート新宿弁天町店,139.72649,35.70461
東京都/新宿区/北山伏町/１番,ローソン牛込店,139.73108,35.69972
東京都/新宿区/北新宿/一丁目/１番,サンクス北新宿店,139.69701,35.69817
東京都/新宿区/北新宿/一丁目/２９番,ローソン北新宿１丁目店,139.69122,35.70156
東京都/新宿区/北新宿/二丁目/２０番,スリーエフ北新宿店,139.68791,35.69687
東京都/新宿区/北新宿/三丁目/１番,ローソン北新宿三丁目店,139.69463,35.70233
東京都/新宿区/北新宿/四丁目/１２番地,ミニストップ北新宿４丁目店,139.69104,35.70519
東京都/新宿区/北新宿/四丁目/３番,サンクス小滝橋通り店,139.69368,35.7065
東京都/新宿区/本塩町/２１番,ポプラドンチッチ市ヶ谷店,139.72997,35.69086
東京都/新宿区/本塩町/４番,セブンイレブン四谷店,139.72984,35.68787
東京都/新宿区/矢来町/１１３番地,ファミリーマート升本神楽坂店,139.7345,35.70411
東京都/新宿区/矢来町/１３１番地,セブンイレブン新宿神楽坂駅西店,139.73251,35.70449
東京都/新宿区/余丁町/５番,サンクス新宿余丁町店,139.7149,35.69554
東京都/新宿区/揚場町/２番,エーエムピーエム飯田橋店,139.7426,35.70235
東京都/新宿区/揚場町/２番,セブンイレブン新宿揚場町店,139.7426,35.70235
東京都/杉並区/阿佐谷北/二丁目/９番,セブンイレブン阿佐谷北仲通り店,139.63263,35.70551
東京都/杉並区/阿佐谷南/一丁目/１６番,ローソン杉並区役所前店,139.63605,35.70086
東京都/杉並区/阿佐谷南/一丁目/１７番,エーエムピーエム阿佐ヶ谷パールセンター店,139.63654,35.70054
東京都/杉並区/阿佐谷南/一丁目/４番,ヒロマルチェーンリカー＆ワイン阿佐谷三河屋,139.64243,35.69817
東京都/杉並区/阿佐谷南/一丁目/４７番,さいとう,139.63802,35.70341
東京都/杉並区/阿佐谷南/一丁目/４８番,ファミリーマート阿佐谷南一丁目店,139.63676,35.70375
東京都/杉並区/阿佐谷南/二丁目/２番,サンクス阿佐谷南店,139.64359,35.70311
東京都/杉並区/阿佐谷南/三丁目/１番,セブンイレブン阿佐谷中杉通り店,139.63557,35.70076
東京都/杉並区/阿佐谷南/三丁目/５６番,ローソン阿佐ヶ谷南３丁目店,139.63434,35.70482
東京都/杉並区/阿佐谷北/一丁目/１４番,セブンイレブン阿佐谷北店,139.6391,35.7072
東京都/杉並区/阿佐谷北/一丁目/４４番,セブンイレブン杉並阿佐谷北1丁目店,139.63493,35.70974
東京都/杉並区/阿佐谷北/一丁目/２６番,（有）岡安商店,139.63593,35.70695
東京都/杉並区/阿佐谷北/一丁目/４２番,ファミリーマート阿佐谷中杉通り店,139.63553,35.70926
東京都/杉並区/阿佐谷北/一丁目/４番,コミュニティ・ストア阿佐谷北いわもと店,139.6375,35.70546
東京都/杉並区/阿佐谷北/二丁目/９番,スリーエイト阿佐谷北店,139.63263,35.70551
東京都/杉並区/阿佐谷北/三丁目/１３番,ファミリーマート阿佐谷北店,139.63393,35.71009
東京都/杉並区/阿佐谷北/四丁目/２２番,サンクス阿佐谷北店,139.63446,35.71308
東京都/杉並区/阿佐谷北/五丁目/３番,ローソン阿佐ヶ谷北五丁目店,139.64015,35.70766
東京都/杉並区/阿佐谷北/五丁目/４２番,セブンイレブン阿佐谷北5丁目店,139.63943,35.71251
東京都/杉並区/井草/一丁目/５番,ファミリーマート下井草駅北店,139.6228,35.72459
東京都/杉並区/井草/二丁目/１９番,セブンイレブン杉並井草2丁目店,139.62053,35.72722
東京都/杉並区/井草/三丁目/２２番,ローソン井草３丁目店,139.61493,35.72819
東京都/杉並区/井草/三丁目/６番,セブンイレブン井荻駅北口店,139.61493,35.72566
東京都/杉並区/井草/五丁目/４番,ファミリーマート上井草駅前店,139.60291,35.72542
東京都/杉並区/永福/一丁目/７番,ファミリーマート永福一丁目店,139.64388,35.66925
東京都/杉並区/永福/二丁目/５０番,ファミリーマート永福町駅南店,139.64265,35.67448
東京都/杉並区/永福/三丁目/３５番,セブンイレブン杉並西永福駅前店,139.63548,35.67828
東京都/杉並区/永福/三丁目/５３番,ローソン西永福店,139.63718,35.6791
東京都/杉並区/永福/三丁目/５４番,（有）サンフレッシュかわせ青果,139.63667,35.67923
東京都/杉並区/永福/四丁目/１７番,セブンイレブン杉並永福4丁目店,139.63939,35.67871
東京都/杉並区/荻窪/一丁目/２０番,ファミリーマート荻窪一丁目店,139.61916,35.69276
東京都/杉並区/荻窪/一丁目/４７番,ファミリーマート荻窪団地前店,139.62497,35.69517
東京都/杉並区/荻窪/三丁目/４７番,ファミリーマート天沼陸橋店,139.62686,35.70292
東京都/杉並区/荻窪/三丁目/４７番,ローソンストアー１００杉並荻窪３丁目店,139.62686,35.70292
東京都/杉並区/荻窪/四丁目/２９番,ナチュラルローソン荻窪四丁目店,139.62445,35.70371
東京都/杉並区/荻窪/五丁目/１６番,セブンイレブン荻窪駅前店,139.61711,35.7039
東京都/杉並区/荻窪/五丁目/２０番,三河屋,139.62021,35.70236
東京都/杉並区/荻窪/五丁目/２１番,ナチュラルローソン荻窪五丁目店,139.6205,35.70285
東京都/杉並区/荻窪/五丁目/２６番,ローソン荻窪駅西南店,139.61916,35.70388
東京都/杉並区/荻窪/五丁目/３０番,セブンイレブン杉並荻窪5丁目店,139.62177,35.70399
