location_name__c,Name,point__Longitude__s,point__Latitude__s
東京都/千代田区/紀尾井町/３番,エーエムピーエム紀尾井町3番地店,139.73778,35.68151
東京都/千代田区/紀尾井町/３番,ファミリーマート紀尾井町店,139.73778,35.68151
東京都/千代田区/紀尾井町/４番,エーエムピーエムニューオータニガーデンコート店,139.73407,35.6805
東京都/千代田区/紀尾井町/７番,セブンイレブン上智大学店,139.73204,35.68335
東京都/千代田区/九段南/一丁目/５番,ミニストップ九段南１丁目店,139.75212,35.69461
東京都/千代田区/九段南/二丁目/２番,エーエムピーエム九段南2丁目店,139.74701,35.69402
東京都/千代田区/九段南/二丁目/４番,ファミリーマート九段南二丁目店,139.74422,35.69336
東京都/千代田区/九段南/三丁目/１番,セブンイレブン九段南大妻通り店,139.7435,35.69231
東京都/千代田区/九段南/三丁目/５番,エーエムピーエム九段南3丁目店,139.74275,35.69239
東京都/千代田区/九段南/三丁目/９番,セブンイレブン九段南3丁目店,139.74158,35.69239
東京都/千代田区/九段北/一丁目/１３番,セブンイレブン北の丸スクエア店,139.7506,35.69587
東京都/千代田区/九段北/一丁目/３番,ファミリーマート九段北一丁目店,139.75154,35.696
東京都/千代田区/九段北/一丁目/５番,ローソン九段北一丁目店,139.75191,35.69657
東京都/千代田区/九段北/四丁目/２番,サンクス市ヶ谷店,139.73781,35.69223
東京都/千代田区/九段北/四丁目/２番,セブンイレブン九段北4丁目店,139.73781,35.69223
東京都/千代田区/五番町/１番,セブンイレブン千代田五番町店,139.73621,35.69089
東京都/千代田区/麹町/一丁目/８番,エーエムピーエム麹町1丁目店,139.74197,35.68522
東京都/千代田区/麹町/二丁目/５番,エーエムピーエム麹町2丁目店,139.74063,35.68354
東京都/千代田区/麹町/二丁目/７番,ローソン麹町二丁目店,139.74129,35.68364
東京都/千代田区/麹町/三丁目/２番,エーエムピーエム麹町3丁目店,139.73831,35.68427
東京都/千代田区/麹町/三丁目/３番,ファミリーマート麹町三丁目店,139.73869,35.6837
東京都/千代田区/麹町/三丁目/５番,セブンイレブン千代田区麹町3丁目店,139.73875,35.68328
東京都/千代田区/麹町/四丁目/５番,セブンイレブン千代田区麹町4丁目店,139.73651,35.68328
東京都/千代田区/麹町/四丁目/８番,エーエムピーエム麹町駅前店,139.73659,35.68469
東京都/千代田区/麹町/六丁目/２番,ポプラ麹町店,139.73338,35.68526
東京都/千代田区/麹町/六丁目/１番,サンクス上智大学前店,139.73221,35.68458
東京都/千代田区/三崎町/一丁目/１番,エーエムピーエム千代田三崎町1丁目店,139.75679,35.70024
東京都/千代田区/三崎町/一丁目/１番,ポプラ三崎町１丁目店,139.75679,35.70024
東京都/千代田区/三崎町/一丁目/４番,Ｉ―Ｋｏｕｓｙａ,139.75603,35.70129
東京都/千代田区/三崎町/二丁目/１番,セブンイレブン千代田三崎町白山通り店,139.75551,35.69993
東京都/千代田区/三崎町/二丁目/１８番,セブンイレブン千代田区三崎町2丁目店,139.75282,35.70123
東京都/千代田区/三崎町/二丁目/２０番,ファミリーマート水道橋駅西口店,139.7531,35.70179
東京都/千代田区/三崎町/二丁目/４番,エーエムピーエム水道橋西通り店,139.75383,35.69941
東京都/千代田区/三崎町/二丁目/７番,エーエムピーエム三崎神社通り店,139.75452,35.70038
東京都/千代田区/三崎町/二丁目/９番,エーエムピーエム水道橋駅東口店,139.75476,35.70124
東京都/千代田区/三崎町/三丁目/６番,エーエムピーエム三崎町3丁目店,139.75151,35.70144
東京都/千代田区/四番町/６番,ローソン市ケ谷店,139.73631,35.68943
東京都/千代田区/神田岩本町/１番,デイリーヤマザキ神田岩本町店,139.77495,35.69611
東京都/千代田区/神田岩本町/２番,セブンイレブン神田岩本町店,139.77484,35.69511
東京都/千代田区/神田錦町/一丁目/１番,ミニストッププラザ２４神田錦町１丁目店,139.76442,35.69221
東京都/千代田区/神田錦町/一丁目/１３番,ローソン神田錦町一丁目店,139.76375,35.69155
東京都/千代田区/神田錦町/二丁目/４番,サークルＫ神田小川町店,139.76334,35.69391
東京都/千代田区/神田錦町/三丁目/１５番,生活彩家神田錦町店,139.7617,35.69178
東京都/千代田区/神田錦町/三丁目/１６番,ローソン神田錦町３丁目店,139.76143,35.69366
東京都/千代田区/神田錦町/三丁目/２６番,セブンイレブン神田錦町3丁目店,139.7594,35.69337
東京都/千代田区/神田錦町/三丁目/５番,ミニストップ神田錦町３丁目店,139.75951,35.69259
東京都/千代田区/神田佐久間町/二丁目/２０番地,サンクス秋葉原駅前店,139.77646,35.69863
東京都/千代田区/神田佐久間町/四丁目/１０番地,ファミリーマート神田佐久間町店,139.77946,35.69746
東京都/千代田区/神田佐久間町/四丁目/１６番地,セブンイレブン神田佐久間町店,139.77992,35.69827
東京都/千代田区/神田司町/二丁目/６番,エーエムピーエム神田司町2丁目店,139.76785,35.69376
東京都/千代田区/神田司町/二丁目/２番,サンクス神田司町店,139.76784,35.69261
東京都/千代田区/神田駿河台/一丁目/６番,ローソン神田駿河台１丁目店,139.76234,35.69724
東京都/千代田区/神田駿河台/一丁目/８番,ファミリーマートお茶の水明大通り店,139.76324,35.69802
東京都/千代田区/神田駿河台/二丁目/１番,ファミリーマート御茶ノ水駅前店,139.76239,35.6995
東京都/千代田区/神田駿河台/二丁目/１０番,生活彩家御茶の水駅前店,139.76425,35.69889
東京都/千代田区/神田駿河台/二丁目/１番,ミニストップ御茶ノ水駅前店,139.76239,35.6995
東京都/千代田区/神田駿河台/二丁目/１番,エーエムピーエム御茶ノ水駅前店,139.76239,35.6995
東京都/千代田区/神田駿河台/二丁目/５番,セブンイレブン駿河台三楽病院店,139.76096,35.69999
東京都/千代田区/神田駿河台/二丁目/５番,ジャストスポット神田駿河台店,139.76096,35.69999
東京都/千代田区/神田駿河台/三丁目/５番,ファミリーマート神田駿河台三丁目店,139.76389,35.69587
東京都/千代田区/神田小川町/一丁目/６番,サンクス都営小川町店,139.76607,35.69518
東京都/千代田区/神田小川町/二丁目/２番,ファミリーマート神田小川町二丁目店,139.76479,35.69474
東京都/千代田区/神田小川町/二丁目/４番,エーエムピーエム神田小川町2丁目店,139.76398,35.69467
東京都/千代田区/神田小川町/三丁目/２０番,セブンイレブン神田駿河台下店,139.76103,35.69665
東京都/千代田区/神田小川町/三丁目/１番,ファミリーマート神田小川町三丁目店,139.76227,35.69442
東京都/千代田区/神田松永町/１番地,エーエムピーエム秋葉原駅東口店,139.77521,35.69903
東京都/千代田区/神田神保町/一丁目/１番,エーエムピーエム神田すずらん通り店,139.76059,35.69564
東京都/千代田区/神田神保町/一丁目/５番,セブンイレブン神田すずらん通り店,139.7592,35.69549
東京都/千代田区/神田神保町/一丁目/８番,エーエムピーエム神保町駅前店,139.75897,35.6963
東京都/千代田区/神田神保町/一丁目/２９番,ファミリーマート神田神保町一丁目店,139.75934,35.69498
東京都/千代田区/神田神保町/一丁目/５８番,セブンイレブン神田神保町1丁目店,139.75711,35.69853
東京都/千代田区/神田神保町/二丁目/１３番,エーエムピーエム神田神保町2丁目,139.75737,35.69542
東京都/千代田区/神田神保町/二丁目/２番,セブンイレブン神田神保町2丁目店,139.75685,35.69625
東京都/千代田区/神田神保町/二丁目/２３番,ファミリーマート神田神保町二丁目店,139.7561,35.69504
東京都/千代田区/神田神保町/二丁目/４４番,ファミリーマート神保町店,139.75618,35.69809
東京都/千代田区/神田神保町/二丁目/４番,ローソン神田神保町２丁目店,139.75554,35.69622
東京都/千代田区/神田神保町/三丁目/２番,ミニストップ神田神保町３丁目店,139.75439,35.69614
東京都/千代田区/神田神保町/三丁目/１２番,サンクス専大通り店,139.75475,35.69628
東京都/千代田区/神田須田町/一丁目/２番,セブンイレブン神田須田町1丁目店,139.76787,35.69515
東京都/千代田区/神田須田町/一丁目/８番,エーエムピーエム神田須田町靖国通り店,139.76834,35.69537
東京都/千代田区/神田須田町/一丁目/７番,サークルＫ神田須田町一丁目店,139.771,35.69612
東京都/千代田区/神田西福田町/２番地,（株）鳩屋商店,139.77419,35.69135
東京都/千代田区/神田相生町/１番地,セブンイレブン秋葉原センタ－プレイス店,139.77515,35.69918
東京都/千代田区/神田多町/二丁目/４番,サンクス神田多町店,139.76961,35.69386
東京都/千代田区/神田淡路町/一丁目/１９番,（株）尾張屋　本店,139.76587,35.69545
東京都/千代田区/神田淡路町/二丁目/２３番,エーエムピーエム神田淡路町2丁目店,139.76631,35.6968
東京都/千代田区/神田淡路町/二丁目/５番,セブンイレブン神田淡路町店,139.76767,35.69707
東京都/千代田区/神田鍛冶町/三丁目/６番,エーエムピーエム神田鍛冶町3丁目店,139.77113,35.6941
東京都/千代田区/神田練塀町/３番地,セブンイレブン秋葉原駅北店,139.7747,35.69985
東京都/千代田区/神田練塀町/５５番地,ローソン秋葉原北口店,139.77478,35.70062
東京都/千代田区/神田和泉町/１番,デイリーヤマザキ秋葉原駅前店,139.77773,35.69904
東京都/千代田区/神田和泉町/１番,ファミリーマート神田和泉町店,139.77773,35.69904
東京都/千代田区/西神田/二丁目/５番,ローソン西神田２丁目店,139.75426,35.69865
東京都/千代田区/西神田/三丁目/１番,ナチュラルローソン西神田三丁目店,139.75378,35.69743
東京都/千代田区/大手町/一丁目/１番,ローソン大手センタービル店,139.7619,35.68606
東京都/千代田区/大手町/一丁目/２番,セブンイレブン三井物産本社ビル店,139.7626,35.6877
東京都/千代田区/大手町/一丁目/５番,エーエムピーエム大手町ファーストスクエア店,139.76463,35.68557
東京都/千代田区/大手町/一丁目/６番,ナチュラルローソン大手町ビル店,139.76483,35.6864
東京都/千代田区/大手町/一丁目/７番,セブンイレブン読売新聞東京本社店,139.76505,35.68704
東京都/千代田区/大手町/一丁目/７番,エーエムピーエム東京サンケイビル店,139.76505,35.68704
東京都/千代田区/大手町/一丁目/８番,生活彩家ＫＤＤＩ大手町店,139.76518,35.68769
東京都/千代田区/大手町/一丁目/３番,セブンイレブン大手町カンファレンスセンタ－店,139.76247,35.68947
東京都/千代田区/大手町/二丁目/２番,ジャストスポット新大手町ビル店,139.76732,35.68543
東京都/千代田区/大手町/二丁目/２番,生活彩家アーバンネット大手町店,139.76732,35.68543
東京都/千代田区/大手町/二丁目/６番,エーエムピーエム大手町日本ビルヂング店,139.77036,35.68443
東京都/千代田区/大手町/二丁目/６番,生活彩家日本ビルディング店,139.77036,35.68443
東京都/千代田区/鍛冶町/一丁目/７番,サンクス神田鍛冶町店,139.77127,35.69032
東京都/千代田区/鍛冶町/一丁目/９番,セブンイレブン千代田鍛冶町1丁目店,139.77298,35.69069
東京都/千代田区/鍛冶町/二丁目/２番,ローソン神田駅東口店,139.77156,35.69138
東京都/千代田区/鍛冶町/二丁目/３番,サンクス神田今川橋店,139.77223,35.69141
東京都/千代田区/鍛冶町/二丁目/８番,エーエムピーエム鍛冶町2丁目店,139.77219,35.69242
東京都/千代田区/鍛冶町/二丁目/９番,ミニストップ神田駅東口店,139.77205,35.69294
東京都/千代田区/東神田/二丁目/１０番,ファミリーマート東神田二丁目店,139.78146,35.69563
東京都/千代田区/内幸町/二丁目/２番,エーエムピーエム内幸町富国生命ビル店,139.75465,35.67054
東京都/千代田区/内幸町/二丁目/２番,生活彩家日比谷シティ店,139.75465,35.67054
東京都/千代田区/内神田/一丁目/１４番,セブンイレブン内神田1丁目西店,139.76532,35.69196
東京都/千代田区/内神田/一丁目/３番,（株）エフシープロイ,139.76529,35.69036
東京都/千代田区/内神田/一丁目/３番,エーエムピーエム内神田出世不動通り店,139.76529,35.69036
東京都/千代田区/内神田/一丁目/９番,セブンイレブン内神田1丁目店,139.76689,35.69088
東京都/千代田区/内神田/一丁目/９番,ローソン内神田一丁目店,139.76689,35.69088
東京都/千代田区/内神田/二丁目/１０番,セブンイレブン神田西口通り店,139.76781,35.69078
東京都/千代田区/内神田/二丁目/２番,セブンイレブン内神田2丁目店,139.7674,35.6898
東京都/千代田区/内神田/三丁目/２３番,ファミリーマート神田駅北店,139.76962,35.69246
東京都/千代田区/内神田/三丁目/５番,エーエムピーエム神田駅西店,139.76921,35.69066
東京都/千代田区/内神田/三丁目/８番,サンクス神田西口店,139.76974,35.69092
東京都/千代田区/二番町/１４番,ローソン二番町店,139.73694,35.68716
東京都/千代田区/二番町/４番,セブンイレブン麹町駅前店,139.73621,35.68628
東京都/千代田区/二番町/８番,セブンイレブン千代田二番町店,139.73424,35.68562
東京都/千代田区/隼町/２番,サンクス半蔵門駅前店,139.74197,35.68287
東京都/千代田区/隼町/４番,エーエムピーエム最高裁判所庁舎店,139.742,35.68022
東京都/千代田区/飯田橋/二丁目/６番,ファミリーマート飯田橋二丁目店,139.74969,35.69888
東京都/千代田区/飯田橋/三丁目/１０番,スリーエフエドモント店,139.74988,35.70073
東京都/千代田区/飯田橋/三丁目/１０番,セブンイレブン飯田橋アイガ－デンテラス店,139.74988,35.70073
東京都/千代田区/飯田橋/三丁目/５番,エーエムピーエム東京区政会館店,139.74727,35.70133
東京都/千代田区/飯田橋/三丁目/７番,スリーエスエデュケーション,139.74641,35.702
東京都/千代田区/飯田橋/四丁目/１番,セブンイレブン飯田橋4丁目店,139.74771,35.69998
東京都/千代田区/飯田橋/四丁目/６番,サンクス飯田橋4丁目店,139.74686,35.7008
東京都/千代田区/富士見/一丁目/３番,セブンイレブン千代田富士見1丁目店,139.74651,35.69821
東京都/千代田区/富士見/二丁目/１１番,ミニストップ飯田橋駅西口店,139.74506,35.69889
東京都/千代田区/富士見/二丁目/１６番,ローソン東京逓信病院店,139.74216,35.69685
東京都/千代田区/富士見/二丁目/２番,エーエムピーエム千代田富士見2丁目店,139.74542,35.6992
東京都/千代田区/富士見/二丁目/１７番,セブンイレブン法政大学市ケ谷キャンパス店,139.74112,35.69563
東京都/千代田区/平河町/一丁目/９番,ポプラ平河町店,139.74158,35.68206
東京都/千代田区/平河町/二丁目/７番,セブンイレブン千代田平河町2丁目店,139.74023,35.68005
東京都/千代田区/平河町/二丁目/７番,ローソン平河町二丁目店,139.74023,35.68005
東京都/千代田区/有楽町/一丁目/２番,エーエムピーエム日比谷シャンテ前店,139.75993,35.67293
東京都/千代田区/有楽町/一丁目/７番,ローソン有楽町一丁目店,139.76157,35.67439
東京都/千代田区/有楽町/一丁目/２番,ファミリーマート日比谷シャンテ前店,139.75993,35.67293
東京都/千代田区/有楽町/二丁目/８番,ファミリーマート有楽町駅前店,139.76276,35.6742
東京都/千代田区/六番町/１番,エーエムピーエム六番町日テレ前店,139.73544,35.68788
東京都/足立区/綾瀬/一丁目/１７番,セブンイレブン足立綾瀬1丁目店,139.82367,35.75835
東京都/足立区/綾瀬/一丁目/２０番,モンマートたつみや,139.82207,35.75857
東京都/足立区/綾瀬/二丁目/１８番,ファミリーマート綾瀬二丁目店,139.82637,35.76078
東京都/足立区/綾瀬/二丁目/１８番,セブンイレブン足立綾瀬2丁目店,139.82637,35.76078
東京都/足立区/綾瀬/二丁目/２８番,ローソンストア１００足立綾瀬２丁目店,139.82858,35.76199
東京都/足立区/綾瀬/三丁目/２番,ファミリーマート綾瀬駅前店,139.82433,35.76261
東京都/足立区/綾瀬/三丁目/２２番,ホットスパー足立綾瀬店,139.82651,35.76471
東京都/足立区/綾瀬/三丁目/２６番,サンクス足立綾瀬3丁目店,139.82803,35.76482
東京都/足立区/綾瀬/四丁目/６番,エーエムピーエム綾瀬駅西店,139.82158,35.76171
東京都/足立区/綾瀬/四丁目/７番,サンクス綾瀬西口店,139.82373,35.76254
東京都/足立区/綾瀬/五丁目/１６番,サンクス綾瀬中央通り店,139.82689,35.76842
東京都/足立区/綾瀬/五丁目/２番,セブンイレブン綾瀬店,139.82483,35.76653
東京都/足立区/綾瀬/六丁目/１６番,セブンイレブン足立綾瀬6丁目店,139.82536,35.77049
東京都/足立区/綾瀬/六丁目/４１番,ローソン北綾瀬店,139.82928,35.77182
東京都/足立区/綾瀬/七丁目/２２番,セブンイレブン足立綾瀬7丁目店,139.82867,35.77385
東京都/足立区/伊興/四丁目/２０番,セブンイレブン足立伊興小西店,139.77994,35.79569
東京都/足立区/伊興/五丁目/１８番,ローソン伊興五丁目店,139.78189,35.80034
東京都/足立区/伊興本町/一丁目/４番,スリーエフ足立伊興本町店,139.78862,35.79704
東京都/足立区/一ツ家/一丁目/３番,ローソン一ッ家一丁目店,139.81062,35.77962
東京都/足立区/一ツ家/二丁目/４番,ファミリーマート足立一ツ家店,139.81337,35.78244
東京都/足立区/一ツ家/二丁目/２３番,サンクス足立一ツ家店,139.81604,35.78434
東京都/足立区/加賀/一丁目/２２番,セブンイレブン足立加賀店,139.76144,35.79041
東京都/足立区/加平/一丁目/２０番,ファミリーマート加平一丁目店,139.82953,35.77465
東京都/足立区/加平/一丁目/８番,ファミリーマート加平インター店,139.82625,35.77527
東京都/足立区/加平/二丁目/１９番,セブンイレブン足立加平2丁目店,139.8269,35.7813
東京都/足立区/花畑/一丁目/１６番,ローソン花畑一丁目店,139.8123,35.7987
東京都/足立区/花畑/一丁目/３番,エーエムピーエム足立花畑1丁目店,139.80968,35.7998
東京都/足立区/花畑/一丁目/３５番地,セブンイレブン足立花畑1丁目店,139.81619,35.80079
東京都/足立区/花畑/三丁目/２６番,コンビニエンス・さくま,139.81366,35.80447
東京都/足立区/花畑/五丁目/２番,セブンイレブン足立花畑5丁目店,139.80478,35.80636
東京都/足立区/花畑/八丁目/７番,セブンイレブン足立花畑8丁目店,139.82245,35.81244
東京都/足立区/関原/二丁目/１番,セブンイレブン関原店,139.79088,35.76477
東京都/足立区/関原/三丁目/１３番,セブンイレブン足立亀田小前店,139.79269,35.77194
東京都/足立区/関原/三丁目/１５番,（株）つくばや,139.79066,35.77189
東京都/足立区/関原/三丁目/５０番,セブンイレブン足立関原3丁目店,139.78517,35.7736
東京都/足立区/宮城/一丁目/２６番,セブンイレブン足立宮城1丁目店,139.75632,35.76047
東京都/足立区/宮城/一丁目/２８番,サンクス足立宮城1丁目店,139.75745,35.75928
東京都/足立区/興野/一丁目/１０番,ミノヤ食品ストアー,139.78157,35.77097
東京都/足立区/興野/一丁目/１８番,セブンイレブン足立興野店,139.78076,35.76752
東京都/足立区/興野/二丁目/３１番,ヒロマルチェーン仲屋,139.77548,35.7679
東京都/足立区/栗原/一丁目/７番,デーリーヤマザキ栗原一丁目店,139.78967,35.77897
東京都/足立区/栗原/三丁目/１０番,ローソン西新井大師駅前店,139.78346,35.77877
東京都/足立区/栗原/四丁目/１９番,セブンイレブン足立栗原4丁目店,139.7852,35.78662
東京都/足立区/弘道/一丁目/４番,ミニストップ五反野店,139.8127,35.76677
東京都/足立区/弘道/一丁目/１４番,サンクス足立五反野店,139.81035,35.76807
東京都/足立区/江北/一丁目/１番,デイリーヤマザキ足立江北1丁目店,139.76692,35.76532
東京都/足立区/江北/二丁目/２９番,セブンイレブン足立江北店,139.76389,35.77006
東京都/足立区/江北/三丁目/３６番,ファミリーマート江北三丁目店,139.7632,35.77803
東京都/足立区/江北/三丁目/７番,ミニストップ江北３丁目店,139.76175,35.7732
東京都/足立区/江北/四丁目/１９番,セブンイレブン足立江北4丁目店,139.76479,35.77483
東京都/足立区/江北/六丁目/３０番,サンクス江北6丁目店,139.76839,35.78174
東京都/足立区/佐野/一丁目/１９番,ローソン足立佐野一丁目店,139.84242,35.78569
東京都/足立区/佐野/二丁目/３５番,セブンイレブン足立佐野2丁目店,139.83743,35.78939
東京都/足立区/皿沼/一丁目/２２番,ローソン皿沼一丁目店,139.76204,35.79551
東京都/足立区/皿沼/二丁目/１９番,ファミリーマートよこた加賀皿沼店,139.76704,35.79069
東京都/足立区/鹿浜/二丁目/２５番,ファミリーマート鹿浜二丁目店,139.75073,35.78043
東京都/足立区/鹿浜/二丁目/３２番,セブンイレブン足立鹿浜2丁目店,139.75087,35.78297
東京都/足立区/鹿浜/四丁目/２５番,サンクス足立鹿浜店,139.75676,35.78297
東京都/足立区/鹿浜/四丁目/２８番,ミニストップ鹿浜４丁目店,139.75914,35.78343
東京都/足立区/鹿浜/五丁目/１３番,Ｙショップ鹿浜店,139.75064,35.78558
東京都/足立区/鹿浜/五丁目/２１番,ファミリーマート足立鹿浜店,139.75623,35.78624
東京都/足立区/鹿浜/五丁目/４番,ファミリーマート鹿浜五丁目店,139.75211,35.78419
東京都/足立区/鹿浜/六丁目/２３番,コミュニティ・ストアしかはま店,139.76051,35.78569
東京都/足立区/鹿浜/六丁目/１３番,セブンイレブン足立鹿浜6丁目店,139.75665,35.78436
東京都/足立区/鹿浜/七丁目/１２番,セブンイレブン鹿浜7丁目店,139.76407,35.78346
東京都/足立区/鹿浜/八丁目/５番,スパー鹿浜店,139.76273,35.78648
東京都/足立区/舎人/一丁目/１５番,ローソン舎人一丁目店,139.77077,35.80531
東京都/足立区/舎人/一丁目/１９番,ファミリーマート舎人一丁目店,139.76976,35.80902
東京都/足立区/舎人/二丁目/２１番,セブンイレブン足立舎人2丁目店,139.77116,35.81429
東京都/足立区/舎人/二丁目/８番,コミュニティ・ストア舎人あらい店,139.77191,35.80894
東京都/足立区/舎人/五丁目/２１番,スリーエイト舎人店,139.76979,35.81297
東京都/足立区/小台/二丁目/１７番,ファミリーマート小台二丁目店,139.76213,35.75676
東京都/足立区/新田/三丁目/１７番,ファミリーマート新田三丁目店,139.74425,35.77125
東京都/足立区/新田/三丁目/３５番,セブンイレブン足立ハ－トアイランド新田店,139.74841,35.76925
東京都/足立区/新田/三丁目/４番,セブンイレブン足立新田店,139.74338,35.77041
東京都/足立区/神明/三丁目/２６番,コミュニティ・ストアしんめいたなかや店,139.83778,35.79875
東京都/足立区/西綾瀬/三丁目/１１番,ファミリーマート西綾瀬三丁目店,139.81625,35.76396
東京都/足立区/西伊興/一丁目/１番,ファミリーマート西伊興一丁目店,139.77888,35.79083
東京都/足立区/西伊興/二丁目/７番,デイリーヤマザキ足立西伊興2丁目店,139.77687,35.79538
東京都/足立区/西伊興/四丁目/１０番,セブンイレブン足立伊興番田店,139.77989,35.8014
東京都/足立区/西伊興/四丁目/７番,ファミリーマート西伊興四丁目店,139.78098,35.80407
東京都/足立区/西新井/一丁目/１４番,セブンイレブン足立西新井本町店,139.77927,35.78007
東京都/足立区/西新井/一丁目/２番,サンクス西新井大師前店,139.78206,35.77881
東京都/足立区/西新井/一丁目/２５番,ローソン西新井一丁目店,139.77954,35.78085
東京都/足立区/西新井/一丁目/３７番,モンマートもちづき,139.78186,35.78231
東京都/足立区/西新井/一丁目/８番,ファミリーマート田口屋西新井大師店,139.7793,35.77863
東京都/足立区/西新井/二丁目/３２番,スリーエフ足立西新井店,139.77969,35.78589
東京都/足立区/西新井/四丁目/１４番,サンクス西新井4丁目店,139.77458,35.78591
東京都/足立区/西新井/四丁目/３３番,セブンイレブン足立西新井4丁目店,139.77898,35.78924
東京都/足立区/西新井/五丁目/６番,セブンイレブン足立西新井5丁目店,139.77419,35.78311
東京都/足立区/西新井/七丁目/１３番,（株）ベアーズアリタ,139.77272,35.78021
東京都/足立区/西新井/七丁目/８番,スリーエイト西新井七丁目店,139.77319,35.77968
東京都/足立区/西新井栄町/一丁目/１８番,セブンイレブン足立西新井さくら参道店,139.78836,35.77454
東京都/足立区/西新井栄町/一丁目/１８番,セブンイレブン足立西新井栄町1丁目店,139.78836,35.77454
東京都/足立区/西新井栄町/二丁目/４番,デイリーヤマザキ西新井栄町店,139.78824,35.77626
東京都/足立区/西新井本町/二丁目/８番,ファミリーマート亀山西新井本町店,139.77457,35.77612
東京都/足立区/西竹の塚/一丁目/１５番,ファミリーマート西竹の塚一丁目店,139.78816,35.79403
東京都/足立区/西竹の塚/二丁目/１番,サンクス竹の塚駅前店,139.7905,35.79405
東京都/足立区/青井/一丁目/２番,サンクス足立青井店,139.81136,35.7718
東京都/足立区/青井/二丁目/３２番,セブンイレブン足立青井2丁目店,139.8157,35.7749
東京都/足立区/青井/三丁目/３６番,セブンイレブン足立青井駅前店,139.81958,35.77362
東京都/足立区/青井/三丁目/１２番,セブンイレブン足立青井3丁目店,139.82074,35.77118
東京都/足立区/千住/一丁目/１２番,セブンイレブン足立中居郵便局前店,139.79971,35.74896
東京都/足立区/千住/一丁目/２４番,セブンイレブン足立千住1丁目店,139.8017,35.74716
東京都/足立区/千住/三丁目/１番,ファミリーマート千住三丁目店,139.8004,35.75112
東京都/足立区/千住/三丁目/５１番,セブンイレブン足立千住3丁目店,139.80318,35.752
東京都/足立区/千住/三丁目/５６番,ミニストップ北千住店,139.80328,35.75245
東京都/足立区/千住/三丁目/９２番,ポプラ北千住駅前店,139.80484,35.75085
東京都/足立区/千住旭町/１番,セブンイレブン千住旭町店,139.80522,35.74744
東京都/足立区/千住旭町/３番,デイリーヤマザキ北千住駅東口店,139.8058,35.74913
東京都/足立区/千住旭町/４０番,ファミリーマート北千住駅東口店,139.80699,35.74987
東京都/足立区/千住旭町/４０番,ローソン千住旭町店,139.80699,35.74987
東京都/足立区/千住旭町/４２番,エーエムピーエム東武北千住駅店,139.80605,35.7534
東京都/足立区/千住河原町/１９番,スリーエフ足立千住河原町店,139.79926,35.74357
東京都/足立区/千住河原町/４３番,須藤商店ヤマモト,139.80101,35.74189
東京都/足立区/千住宮元町/１３番,ローソンストア１００足立千住宮元町店,139.79785,35.74635
東京都/足立区/千住橋戸町/１１番地,セブンイレブン千住大橋駅店,139.79697,35.74173
東京都/足立区/千住元町/２３番,ファミリーマートタジマ千住元町店,139.79134,35.75484
東京都/足立区/千住桜木/一丁目/１０番,セブンイレブン千住桜木店,139.79338,35.75104
東京都/足立区/千住寿町/２６番,ローソン千住寿町店,139.79898,35.75494
東京都/足立区/千住曙町/２番,ファミリーマート牛田関屋駅前店,139.8116,35.74414
東京都/足立区/千住曙町/４１番,ファミリーマート千住曙町店,139.81303,35.74199
東京都/足立区/千住仲町/１８番,ミニストップ千住仲町店,139.80058,35.74629
東京都/足立区/千住仲町/４１番,エーエムピーエム千住警察署前店,139.80336,35.74662
東京都/足立区/千住東/二丁目/１９番,サンクス千住あずま店,139.80904,35.74532
東京都/足立区/千住緑町/三丁目/１番,コミュニティ・ストア千住緑町いせなが店,139.79428,35.74662
東京都/足立区/扇/二丁目/２０番,セブンイレブン足立江北橋東店,139.76657,35.76452
東京都/足立区/扇/二丁目/４４番,セブンイレブン足立扇2丁目店,139.77037,35.76864
東京都/足立区/扇/三丁目/１９番,セブンイレブン足立扇3丁目店,139.77188,35.77344
東京都/足立区/扇/三丁目/３番,ローソン足立扇三丁目店,139.77132,35.76677
東京都/足立区/足立/一丁目/３９番,セブンイレブン足立1丁目店,139.80788,35.76384
東京都/足立区/足立/一丁目/８番,ゼロゼロワンしぶや,139.80446,35.76292
東京都/足立区/足立/三丁目/３３番,サンクス五反野南口店,139.80914,35.76556
東京都/足立区/足立/四丁目/１３番,セブンイレブン足立4丁目店,139.80527,35.76733
東京都/足立区/大谷田/一丁目/２番,セブンイレブン足立大谷田1丁目店,139.84528,35.77673
東京都/足立区/大谷田/三丁目/１番,サンクス大谷田店,139.83969,35.77714
東京都/足立区/大谷田/三丁目/６番,ファミリーマート大谷田三丁目店,139.84245,35.77807
東京都/足立区/大谷田/五丁目/２５番,エーエムピーエム足立大谷田店,139.83932,35.78487
東京都/足立区/辰沼/一丁目/４番,セブンイレブン足立辰沼1丁目店,139.83653,35.78564
東京都/足立区/辰沼/二丁目/１５番,ミニストップ辰沼店,139.83347,35.79007
東京都/足立区/谷在家/三丁目/１９番,サンクス足立谷在家店,139.76967,35.78785
東京都/足立区/谷中/二丁目/１０番,デイリーヤマザキ足立北綾瀬店,139.83299,35.77613
東京都/足立区/谷中/二丁目/５番,ファミリーマート北綾瀬駅前店,139.83153,35.77707
東京都/足立区/谷中/二丁目/７番,ファミリーマート足立谷中二丁目店,139.83264,35.777
東京都/足立区/谷中/四丁目/２番,デイリーヤマザキ谷中北店,139.8306,35.77924
